"nomeMaquina";"nomeComponente";"nomeMetrica";"unidadeDeMedida";"dataColeta";"valorLeitura"
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:12:13";5.1
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:12:12";3.0
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:12:10";5.9
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:12:09";6.6
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:12:08";5.4
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:12:06";8.1
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:12:05";5.2
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:12:03";5.6
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:12:02";6.5
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:12:01";6.0
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:11:59";6.0
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:11:58";5.3
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:11:56";3.7
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:11:55";3.8
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:11:53";11.1
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:11:52";19.1
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:11:51";10.0
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:11:49";9.0
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:11:48";9.0
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:11:46";21.8
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:11:45";27.2
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:11:43";8.9
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:11:42";5.5
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:11:40";7.1
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:11:39";6.9
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:11:38";8.1
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:11:36";5.7
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:11:35";7.1
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:11:33";5.6
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:11:32";5.1
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:11:30";5.5
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:11:29";3.4
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:11:28";6.5
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:11:26";5.1
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:11:25";4.5
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:11:23";5.2
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:11:22";7.2
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:11:21";4.9
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:11:19";8.0
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:11:18";6.2
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:11:16";8.9
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:11:15";5.4
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:11:13";4.5
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:11:12";7.7
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:11:11";6.1
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:11:09";5.5
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:11:08";4.7
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:11:06";6.4
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:11:05";8.9
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:11:04";5.4
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:11:02";7.9
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:11:01";6.2
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:10:59";6.5
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:10:58";5.4
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:10:57";4.9
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:10:55";4.9
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:10:54";7.1
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:10:52";6.0
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:10:51";5.2
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:10:49";6.3
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:10:48";7.7
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:10:47";9.0
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:10:45";7.3
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:10:44";7.1
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:10:42";6.2
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:10:41";6.3
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:10:39";7.0
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:10:38";4.1
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:10:37";8.5
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:10:35";6.6
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:10:34";8.4
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:10:32";6.9
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:10:31";6.6
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:10:29";7.6
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:10:28";8.4
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:10:27";7.5
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:10:25";7.3
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:10:24";5.8
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:10:22";6.8
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:10:21";7.6
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:10:20";7.1
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:10:18";9.2
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:10:17";6.4
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:10:15";6.5
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:10:14";6.0
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:10:13";9.4
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:10:11";7.6
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:10:10";7.6
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:10:08";4.0
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:10:07";6.3
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:10:05";8.1
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:10:04";3.3
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:10:03";7.2
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:10:01";5.5
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:10:00";8.5
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:09:58";8.3
